asin,url,image_url,categories
B0DQVNBW42,https://www.amazon.com/dp/B0DQVNBW42,,"[""Computer"", ""HP"", ""Electronics"", ""Computers & Accessories"", ""Computers & Tablets"", ""Desktops"", ""Towers""]"
B0DQVP24BP,https://www.amazon.com/dp/B0DQVP24BP,,"[""Computer"", ""HP"", ""Electronics"", ""Computers & Accessories"", ""Computers & Tablets"", ""Desktops"", ""Towers""]"
B0DSGKC1C9,https://www.amazon.com/dp/B0DSGKC1C9,,"[""Computer"", ""HP"", ""Electronics"", ""Computers & Accessories"", ""Computers & Tablets"", ""Desktops"", ""Towers""]"
B0DPXMH199,https://www.amazon.com/dp/B0DPXMH199,,"[""Computer"", ""HP"", ""Electronics"", ""Computers & Accessories"", ""Computers & Tablets"", ""Desktops"", ""Towers""]"
B0G1CFZQ1Y,https://www.amazon.com/dp/B0G1CFZQ1Y,,"[""Computer"", ""HP"", ""Electronics"", ""Computers & Accessories"", ""Computers & Tablets"", ""Desktops"", ""Towers""]"
B0G1XQLV25,https://www.amazon.com/dp/B0G1XQLV25,,"[""Computer"", ""HP"", ""Electronics"", ""Computers & Accessories"", ""Computers & Tablets"", ""Laptops"", ""Traditional Laptops""]"
B0D951M4F8,https://www.amazon.com/dp/B0D951M4F8,,"[""Computer"", ""HP"", ""Electronics"", ""Computers & Accessories"", ""Computers & Tablets"", ""Laptops"", ""Traditional Laptops""]"
B0F9VVMG1D,https://www.amazon.com/dp/B0F9VVMG1D,,"[""Computer"", ""HP"", ""Electronics"", ""Computers & Accessories"", ""Computers & Tablets"", ""Laptops"", ""Traditional Laptops""]"
B0F8HFK8QV,https://www.amazon.com/dp/B0F8HFK8QV,,"[""Computer"", ""HP"", ""Electronics"", ""Computers & Accessories"", ""Computers & Tablets"", ""Laptops"", ""Traditional Laptops""]"
B0F9VW9M7B,https://www.amazon.com/dp/B0F9VW9M7B,,"[""Computer"", ""HP"", ""Electronics"", ""Computers & Accessories"", ""Computers & Tablets"", ""Laptops"", ""Traditional Laptops""]"
B0F9VVQS3G,https://www.amazon.com/dp/B0F9VVQS3G,,"[""Computer"", ""HP"", ""Electronics"", ""Computers & Accessories"", ""Computers & Tablets"", ""Laptops"", ""Traditional Laptops""]"
B0GWS11SW4,https://www.amazon.com/dp/B0GWS11SW4,https://m.media-amazon.com/images/I/41RQ6RpOcEL._SS64_.jpg,"[""Computer"", ""HP"", ""Electronics"", ""Computers & Accessories"", ""Computers & Tablets"", ""Laptops"", ""Traditional Laptops""]"
B0GWHV4Q2H,https://www.amazon.com/dp/B0GWHV4Q2H,https://m.media-amazon.com/images/I/51aBs4D6ofL._SS64_.jpg,"[""Computer"", ""HP"", ""Electronics"", ""Computers & Accessories"", ""Computers & Tablets"", ""Laptops"", ""Traditional Laptops""]"
B0F8HKXMLL,https://www.amazon.com/dp/B0F8HKXMLL,https://m.media-amazon.com/images/I/51ENpqT94cL._SS64_.jpg,"[""Computer"", ""HP"", ""Electronics"", ""Computers & Accessories"", ""Computers & Tablets"", ""Laptops"", ""Traditional Laptops""]"
B0F97HR6GT,https://www.amazon.com/dp/B0F97HR6GT,https://m.media-amazon.com/images/I/411a3x5cC4L._SS64_.jpg,"[""Computer"", ""HP"", ""Electronics"", ""Computers & Accessories"", ""Computers & Tablets"", ""Laptops"", ""Traditional Laptops""]"
B0F8HBY5TC,https://www.amazon.com/dp/B0F8HBY5TC,https://m.media-amazon.com/images/I/51Q3jbfYzrL._SS64_.jpg,"[""Computer"", ""HP"", ""Electronics"", ""Computers & Accessories"", ""Computers & Tablets"", ""Laptops"", ""Traditional Laptops""]"
B0F9VV7QMZ,https://www.amazon.com/dp/B0F9VV7QMZ,https://m.media-amazon.com/images/I/51gR1-2QF1L._SS64_.jpg,"[""Computer"", ""HP"", ""Electronics"", ""Computers & Accessories"", ""Computers & Tablets"", ""Laptops"", ""Traditional Laptops""]"
B09SVSBVP1,https://www.amazon.com/dp/B09SVSBVP1,,"[""Computer"", ""HP"", ""Electronics"", ""Computers & Accessories"", ""Computers & Tablets"", ""Laptops"", ""Traditional Laptops""]"
B0C5S8626M,https://www.amazon.com/dp/B0C5S8626M,,"[""Computer"", ""HP"", ""Electronics"", ""Computers & Accessories"", ""Computers & Tablets"", ""Laptops"", ""Traditional Laptops""]"
B0FBW6DH7V,https://www.amazon.com/dp/B0FBW6DH7V,,"[""Computer"", ""HP"", ""Electronics"", ""Computers & Accessories"", ""Computers & Tablets"", ""Laptops"", ""Traditional Laptops""]"
B0GKFK9W2L,https://www.amazon.com/dp/B0GKFK9W2L,,"[""Computer"", ""HP"", ""Electronics"", ""Computers & Accessories"", ""Computers & Tablets"", ""Laptops"", ""Traditional Laptops""]"
B0GKG3KZKZ,https://www.amazon.com/dp/B0GKG3KZKZ,,"[""Computer"", ""HP"", ""Electronics"", ""Computers & Accessories"", ""Computers & Tablets"", ""Laptops"", ""Traditional Laptops""]"
B0GKFJYZLS,https://www.amazon.com/dp/B0GKFJYZLS,,"[""Computer"", ""HP"", ""Electronics"", ""Computers & Accessories"", ""Computers & Tablets"", ""Laptops"", ""Traditional Laptops""]"
B0G3Y3Q5TX,https://www.amazon.com/dp/B0G3Y3Q5TX,,"[""Computer"", ""HP"", ""Electronics"", ""Computers & Accessories"", ""Computers & Tablets"", ""Laptops"", ""Traditional Laptops""]"
B0FS1V6XZD,https://www.amazon.com/dp/B0FS1V6XZD,,"[""Computer"", ""HP"", ""Electronics"", ""Computers & Accessories"", ""Computers & Tablets"", ""Laptops"", ""Traditional Laptops""]"
B0FSQT4PTK,https://www.amazon.com/dp/B0FSQT4PTK,,"[""Computer"", ""HP"", ""Electronics"", ""Computers & Accessories"", ""Computers & Tablets"", ""Laptops"", ""Traditional Laptops""]"
B0G141XNX8,https://www.amazon.com/dp/B0G141XNX8,,"[""Computer"", ""HP"", ""Electronics"", ""Computers & Accessories"", ""Computers & Tablets"", ""Laptops"", ""Traditional Laptops""]"
B0CP4DV16W,https://www.amazon.com/dp/B0CP4DV16W,,"[""Computer"", ""HP"", ""Electronics"", ""Computers & Accessories"", ""Computers & Tablets"", ""Laptops"", ""Traditional Laptops""]"
B0CV62HBRG,https://www.amazon.com/dp/B0CV62HBRG,,"[""Computer"", ""HP"", ""Electronics"", ""Computers & Accessories"", ""Computers & Tablets"", ""Laptops"", ""Traditional Laptops""]"
B0FXHXB878,https://www.amazon.com/dp/B0FXHXB878,https://m.media-amazon.com/images/I/41QqcnWxYsL._SS64_.jpg,"[""Computer"", ""HP"", ""Electronics"", ""Computers & Accessories"", ""Computers & Tablets"", ""Laptops"", ""Traditional Laptops""]"
B0FWVB6T9C,https://www.amazon.com/dp/B0FWVB6T9C,https://m.media-amazon.com/images/I/41mOw+HNj+L._SS64_.jpg,"[""Computer"", ""HP"", ""Electronics"", ""Computers & Accessories"", ""Computers & Tablets"", ""Laptops"", ""Traditional Laptops""]"
B0C1TFHV51,https://www.amazon.com/dp/B0C1TFHV51,,"[""Computer"", ""HP"", ""Electronics"", ""Computers & Accessories"", ""Computers & Tablets"", ""Desktops"", ""Towers""]"
B0C1TGD3NL,https://www.amazon.com/dp/B0C1TGD3NL,,"[""Computer"", ""HP"", ""Electronics"", ""Computers & Accessories"", ""Computers & Tablets"", ""Desktops"", ""Towers""]"
B0GN7Z2FNN,https://www.amazon.com/dp/B0GN7Z2FNN,,"[""Computer"", ""HP"", ""Electronics"", ""Computers & Accessories"", ""Computers & Tablets"", ""Desktops"", ""Towers""]"
B0CH4LHSF3,https://www.amazon.com/dp/B0CH4LHSF3,,"[""Computer"", ""HP"", ""Electronics"", ""Computers & Accessories"", ""Computers & Tablets"", ""Desktops"", ""Towers""]"
B0GN6GKQD4,https://www.amazon.com/dp/B0GN6GKQD4,,"[""Computer"", ""HP"", ""Electronics"", ""Computers & Accessories"", ""Computers & Tablets"", ""Desktops"", ""Towers""]"
B0GN8F4VCX,https://www.amazon.com/dp/B0GN8F4VCX,,"[""Computer"", ""HP"", ""Electronics"", ""Computers & Accessories"", ""Computers & Tablets"", ""Desktops"", ""Towers""]"
B0GWMGRCWG,https://www.amazon.com/dp/B0GWMGRCWG,,"[""Computer"", ""HP"", ""Electronics"", ""Computers & Accessories"", ""Computers & Tablets"", ""Desktops"", ""Towers""]"
B0GQRG2M9L,https://www.amazon.com/dp/B0GQRG2M9L,,"[""Computer"", ""HP"", ""Electronics"", ""Computers & Accessories"", ""Computers & Tablets"", ""Laptops"", ""Traditional Laptops""]"
B0GQR5492X,https://www.amazon.com/dp/B0GQR5492X,https://m.media-amazon.com/images/I/412o-u6MBgL._SS64_.jpg,"[""Computer"", ""HP"", ""Electronics"", ""Computers & Accessories"", ""Computers & Tablets"", ""Laptops"", ""Traditional Laptops""]"
B0GGKMKZ7S,https://www.amazon.com/dp/B0GGKMKZ7S,,"[""Computer"", ""HP"", ""Electronics"", ""Computers & Accessories"", ""Computers & Tablets"", ""Desktops"", ""All-in-Ones""]"
B0GGKSGSQM,https://www.amazon.com/dp/B0GGKSGSQM,,"[""Computer"", ""HP"", ""Electronics"", ""Computers & Accessories"", ""Computers & Tablets"", ""Desktops"", ""All-in-Ones""]"
B0G5P5PD8H,https://www.amazon.com/dp/B0G5P5PD8H,,"[""Computer"", ""HP"", ""Electronics"", ""Computers & Accessories"", ""Computers & Tablets"", ""Laptops"", ""Traditional Laptops""]"
B0G5P9BSNC,https://www.amazon.com/dp/B0G5P9BSNC,https://m.media-amazon.com/images/I/2149xt8w7XL._SS64_.jpg,"[""Computer"", ""HP"", ""Electronics"", ""Computers & Accessories"", ""Computers & Tablets"", ""Laptops"", ""Traditional Laptops""]"
B0G5NVS67H,https://www.amazon.com/dp/B0G5NVS67H,https://m.media-amazon.com/images/I/21GPeh-pCYL._SS64_.jpg,"[""Computer"", ""HP"", ""Electronics"", ""Computers & Accessories"", ""Computers & Tablets"", ""Laptops"", ""Traditional Laptops""]"
B0G5NZHRSC,https://www.amazon.com/dp/B0G5NZHRSC,https://m.media-amazon.com/images/I/217hoSVMVKL._SS64_.jpg,"[""Computer"", ""HP"", ""Electronics"", ""Computers & Accessories"", ""Computers & Tablets"", ""Laptops"", ""Traditional Laptops""]"
B0G5PD1WFT,https://www.amazon.com/dp/B0G5PD1WFT,https://m.media-amazon.com/images/I/21YWBxAFgFL._SS64_.jpg,"[""Computer"", ""HP"", ""Electronics"", ""Computers & Accessories"", ""Computers & Tablets"", ""Laptops"", ""Traditional Laptops""]"
B0G5P8JP2Z,https://www.amazon.com/dp/B0G5P8JP2Z,https://m.media-amazon.com/images/I/213Xh3mwaLL._SS64_.jpg,"[""Computer"", ""HP"", ""Electronics"", ""Computers & Accessories"", ""Computers & Tablets"", ""Laptops"", ""Traditional Laptops""]"
B0G66MVN1H,https://www.amazon.com/dp/B0G66MVN1H,,"[""Computer"", ""HP"", ""Electronics"", ""Computers & Accessories"", ""Computers & Tablets"", ""Laptops"", ""Traditional Laptops""]"
B0CGD7T1XM,https://www.amazon.com/dp/B0CGD7T1XM,,"[""Computer"", ""HP"", ""Electronics"", ""Computers & Accessories"", ""Computers & Tablets"", ""Laptops"", ""Traditional Laptops""]"
B0G66T7FN4,https://www.amazon.com/dp/B0G66T7FN4,,"[""Computer"", ""HP"", ""Electronics"", ""Computers & Accessories"", ""Computers & Tablets"", ""Laptops"", ""Traditional Laptops""]"
B09DB2MG5M,https://www.amazon.com/dp/B09DB2MG5M,,"[""Computer"", ""HP"", ""Electronics"", ""Computers & Accessories"", ""Computers & Tablets"", ""Laptops"", ""Traditional Laptops""]"
B0G66TVKKY,https://www.amazon.com/dp/B0G66TVKKY,,"[""Computer"", ""HP"", ""Electronics"", ""Computers & Accessories"", ""Computers & Tablets"", ""Laptops"", ""Traditional Laptops""]"
B0FZTPPX5S,https://www.amazon.com/dp/B0FZTPPX5S,,"[""Computer"", ""HP"", ""Electronics"", ""Computers & Accessories"", ""Computers & Tablets"", ""Desktops"", ""Towers""]"
B0FKHJPW8D,https://www.amazon.com/dp/B0FKHJPW8D,,"[""Computer"", ""HP"", ""Electronics"", ""Computers & Accessories"", ""Computers & Tablets"", ""Desktops"", ""Minis""]"
B0G67PB8HM,https://www.amazon.com/dp/B0G67PB8HM,,"[""Computer"", ""HP"", ""Electronics"", ""Computers & Accessories"", ""Computers & Tablets"", ""Laptops"", ""Traditional Laptops""]"
B0G66T1X91,https://www.amazon.com/dp/B0G66T1X91,,"[""Computer"", ""HP"", ""Electronics"", ""Computers & Accessories"", ""Computers & Tablets"", ""Laptops"", ""Traditional Laptops""]"
B0G679GRFL,https://www.amazon.com/dp/B0G679GRFL,,"[""Computer"", ""HP"", ""Electronics"", ""Computers & Accessories"", ""Computers & Tablets"", ""Laptops"", ""Traditional Laptops""]"
B0G67M8B4C,https://www.amazon.com/dp/B0G67M8B4C,,"[""Computer"", ""HP"", ""Electronics"", ""Computers & Accessories"", ""Computers & Tablets"", ""Laptops"", ""Traditional Laptops""]"
B0G679ZCW3,https://www.amazon.com/dp/B0G679ZCW3,,"[""Computer"", ""HP"", ""Electronics"", ""Computers & Accessories"", ""Computers & Tablets"", ""Laptops"", ""Traditional Laptops""]"
B0G66VXLQ2,https://www.amazon.com/dp/B0G66VXLQ2,,"[""Computer"", ""HP"", ""Electronics"", ""Computers & Accessories"", ""Computers & Tablets"", ""Laptops"", ""Traditional Laptops""]"
B0G66W2V79,https://www.amazon.com/dp/B0G66W2V79,,"[""Computer"", ""HP"", ""Electronics"", ""Computers & Accessories"", ""Computers & Tablets"", ""Laptops"", ""Traditional Laptops""]"
B0GQR31BLV,https://www.amazon.com/dp/B0GQR31BLV,,"[""Computer"", ""HP"", ""Electronics"", ""Computers & Accessories"", ""Computers & Tablets"", ""Laptops"", ""Traditional Laptops""]"
B0GQQR7F8G,https://www.amazon.com/dp/B0GQQR7F8G,https://m.media-amazon.com/images/I/41VikTJ3+vL._SS64_.jpg,"[""Computer"", ""HP"", ""Electronics"", ""Computers & Accessories"", ""Computers & Tablets"", ""Laptops"", ""Traditional Laptops""]"
B08NHSPCR6,https://www.amazon.com/dp/B08NHSPCR6,,"[""Computer"", ""HP"", ""Electronics"", ""Computers & Accessories"", ""Computers & Tablets"", ""Laptops"", ""Traditional Laptops""]"
B09BWR8TMP,https://www.amazon.com/dp/B09BWR8TMP,,"[""Computer"", ""HP"", ""Electronics"", ""Computers & Accessories"", ""Computers & Tablets"", ""Laptops"", ""Traditional Laptops""]"
B0DZ3129MH,https://www.amazon.com/dp/B0DZ3129MH,,"[""Computer"", ""HP"", ""Electronics"", ""Computers & Accessories"", ""Computers & Tablets"", ""Desktops"", ""Minis""]"
B0GH63ZCR1,https://www.amazon.com/dp/B0GH63ZCR1,,"[""Computer"", ""HP"", ""Electronics"", ""Computers & Accessories"", ""Computers & Tablets"", ""Desktops"", ""Minis""]"
B0FSDMTMXJ,https://www.amazon.com/dp/B0FSDMTMXJ,,"[""Computer"", ""HP"", ""Electronics"", ""Computers & Accessories"", ""Computers & Tablets"", ""Desktops"", ""Minis""]"
B0FSDNCZPD,https://www.amazon.com/dp/B0FSDNCZPD,,"[""Computer"", ""HP"", ""Electronics"", ""Computers & Accessories"", ""Computers & Tablets"", ""Desktops"", ""Minis""]"
